SubjectID,ObjectID,TalkBlock,Transcription
tulip007,rolodex,1," Uh, I have no idea what this is. Can't really give a good guess of what it might be made of. So. Don't know what this is.  Also, can't really guess what it's used for."
tulip007,rolodex,2,"Uh seems to have like a plastic handle on the side and maybe like a little metal to ensure that the thing is rigid uh also with like index cards in the middle and then um with like something in the middle with like an alphabetical order with like different alphabets  Oh, i'm guessing it's either to help take notes or just have like or maybe like client information since it's in alphabetical order or maybe just like take notes of like materials or something like that"
tulip007,crankflashlight,1,"So I'm guessing that it's probably has a handle on the side uh holding the flashlight or maybe Mostly made of metal or mostly made of plastic I'm guessing that it might be like a handheld uh Manual type of flashlight where you have to like spin the thing or like spin the handle"
tulip007,crankflashlight,2,"it's pretty small it has a little handle at the side that you can spin It's a kind of like a little solar panel on the side as well Aw I think it's mostly made of plastic and then like the light bulb in front.  I think it's like a non, just a flashlight that does not use electricity and uses like sunlight or solar power. Maybe for when you go hiking or something where you can't get electricity or like if electricity might run out or like the batteries might die."
tulip007,stethoscope,1,"It should be mostly made of metal and then it's like something that you can put over your ears and then a thing to listen to.  It’s likely used to listen to heartbeats, doctors use it a lot to hear how fast a patient's heart rate might be."
tulip007,stethoscope,2," I think it's like a non, just a flashlight that does not use electricity and then a thing to listen to.  Seems to have like, most, the part where you used to listen to seems to be made of metal and then like the,  uh,  things, that leads to like the thing that you put on the patient's body.  Uh,  it's mostly made of rubber, maybe to like contain the noise or something.  Um,  the thing that you put into your ear,  that's, that seems to be made of rubber.  Uh,  it's used to,  it's used by doctors or any health practitioners,  uh, to listen to heartbeats or heart rates of patients."
tulip008,fishingreel,1," So I'm gonna say, uh, a long shaft with a, a reel on it, uh, with a bunch of string inside of the, the reel and going up the rod.  Uh, the handle's usually rubber or I think it's wood.  Um, but the, the handle's a lot thicker than the, than the end of the rod.  Uh, the object works by throwing the, it's called the fly, into the water and the entire string will follow that into the water.  And then once you feel some resistance on the, on the string, you pull back and you rotate the, uh, the, the reel and the, the top of the string comes up hopefully with a fish."
tulip008,fishingreel,2,"I think the string is some sort of plastic. It's used for fishing."
tulip008,bloodpressurecuff,1,"I'm going to say it's black with a band that goes around your arm. And I think it's made of some sort of plastic or fabric.  The object works by, I believe it's pumping air into the place that stores it.  And I'm not sure how it does this, but I think it figures out what the pressure is  by resisting what's inside of your arm, the pressure inside your arm."
tulip008,bloodpressurecuff,2,"I think before I said that it was just the part  that goes around your arm,  I forgot about the valve that you actually put air, that you use to put air into the band. And I also forgot the gauge to measure your actual pressure. And looking at it I'm realizing it's in millimeters of mercury rather than psi or bar or pascal. The object typically looks like a black band with a valve and a gauge on it and it's made of plastic and metal. The object works by pumping air into the valve and seeing the resulting pressure."
tulip008,stethoscope,1,"the object looks like two plugs that go into your ears with wires hanging down. They sit around your chest and join together. From there there's this one tube connected to some sort of thing that will amplify the sound in your heart. The object works by amplifying the sound in your heart and you're able to see or hear your heartbeat."
tulip008,stethoscope,2,"The object looks like two plugs that go into your ear and then a metal piece at the bottom that will go on your chest. Then connecting the plugs and the part that goes in your chest is just tubes The object works by amplifying the sound of your heartbeat by measuring the sound from your chest and then bringing that up to your ear."
tulip008,frenchpress,1,"The object looks like I want to say a canister with a handle at the top. I know you bring that up and push it back down and somehow it pulls the flavor from the beans. I think it's made of glass and metal. The object works by putting some sort of combination of water and beans in there. I'm not sure where exactly you put it in. But then you lift the handle and you push it back down and it will infuse the water with the beans. Just used for making coffee."
tulip008,frenchpress,2,"The object typically looks like the canister with the handle at the top and handle at the side and a spout. It's made of plastic and more plastic and the metal into it. The object works by raising and lowering the handle to make coffee."
tulip008,threeholepunch,1,"The object looks like... I guess it's a metal device and you put paper in it. And then it's got a big handle at the top and you push that down and it'll punch holes in your paper.  The object works by putting paper in the device, pushing down, and then it'll punch your holes."
tulip008,threeholepunch,2,"The object is gray and black made out of metal.  In the area where it punches the holes, it's got a sharp rounded cylinder with a sharp surface at the end. That's what actually punches the holes in the paper. It's got a nice slot for the paper to sit in there nicely and be aligned properly. The object is just used to punch holes in the paper."
tulip008,handmixer,1,"The object typically looks like one big rectangle with a, a handle on it. And it’s got rods that come down, I don’t know what the proper term is. But it’s got rods that come down, and then it’s got whisks and you use that to mix whatever you’re putting in the mixer. The object works by taking those whisks and spinning really fast, and it’s air bubbles in your mixture and it mixes all the ingredients together. . . . . . . . . . . . . . . ."
tulip008,handmixer,2,". . Um so with the hand mixer, it’s got a handle on it, and you rotate . . . . . . . . . . . . . . . the handle and that will turn a gear that's connected to those whisks and so the faster you turn the handle the faster the whisks will turn. This is going to go handle at the top for you to to fix it against something so that you're able to hold it in a proper position. You just mix things with it. The object typically looks like a piece of metal with handles on it and whisks at the end. It's also got a plastic gear and plastic handle. The object works by putting it in a mixture and mixing things."
tulip008,shoehorn,1,"The object typically looks like some sheet metal or a thin piece of plastic with a handle on one end and a flared end at the other end so that it contours nicely to the heel of your foot and the heel of your shoe. The object works by prying the heel of your shoe open so that you can slide the heel of your foot in."
tulip008,shoehorn,2,"So this one was a piece of sheet metal. It's got one hole in it at the top so that you can hang it on something. Okay. It's bent in the middle so that it contours nicely to the inside of the heel of your shoe and it also contours to your foot. The object typically looks like a thin piece of metal or plastic and it's got a bend in it and that's about it. The object just works by prying open your shoe so that you're able to slide your foot in."
tulip008,bulbplanter,1,"This object… I'm not sure how this works.  I know this object is used to plant bulbs, which are, I think they’re perennials?  And so, they'll die over the winter but they'll come back during the spring and summer."
tulip008,bulbplanter,2,"The object is made out of thin sheet metal that's bent into a sphere and it's got a handle at the top made out of plastic.  The bottom end of the planter has grooves in it, which help cut through the dirt and The inside surface in there will allow all the dirt to collect and you'll be able to take it out of there much easier.  So, it's going to have markings on the side to help you figure out your depth of how deep you want your bulb to go. The object works by placing it in the ground and twisting and applying force. And that cuts up the dirt and you're able to take it out much easier."
tulip008,floppydisk,1,"This object is a piece of cardboard with I believe it’s something shiny or something with markings on it on the top surface. Cardboard and then some sort of plastic or metal. . The object just works by storing data and then transferring it."
tulip008,floppydisk,2,"The object is black and very thin. It's made of plastic. It's got metal bits on the front and the bottom. The bottom circle is made out of metal. The object just works by putting it into a port on a computer and transferring data."
tulip008,pocketradio,1,"This object is made out of plastic and it has an antenna on it. It will also have sliders that will let you tune the volume and tune the frequency of the channel that you want to tap into. It should also have sliders for AM and FM radio. The object works by using the antenna to tap into different AM and FM frequencies. It will amplify those frequencies and play them using your speaker."
tulip008,pocketradio,2,"The object is a rectangle with speaker holes on it. It has dials and sliders on the side to adjust the volume and tune the frequency. It has a long extendable rod. That is the antenna. It has screw holes on the back. And a slider that will show you exactly what volume you’re using and what frequency you’re on  The object works by tapping into AM and FM frequencies, amplifying them and then playing them using the speaker."
tulip008,crankflashlight,1,"This object typically looks like a bulb, a light bulb on one end and a handle at the other. Somewhere in the middle should be a handle that you turn and a gear connected to that internally that will transfer the energy from the crank rotation into electrical energy which will power the light bulb. The object works by cranking the crank which converts mechanical energy into electrical energy which powers the light bulb."
tulip008,crankflashlight,2,"The object is green and round. It has a clip on one end that will clip to a keychain or something else. It's got an on switch. It has a handle at the side that will nicely tuck into the device. It's got LED bulbs at the other end. The object works by turning the crank which powers the light bulb. It also has a solar panel on the side which takes energy from the sun and uses that to power the light."
tulip008,rolodex,1,"I'm not sure what it looks like or what it's made of. I'm also not sure what it's used for and how it works."
tulip008,rolodex,2,"The object is made of metal on the bottom. And... It's got plastic wheels and it also has paper just to write your contacts on. The object works by writing your contacts on pieces of paper so that you can organize them properly and the wheels will rotate the sections with each letter of the name of the contact that you have to bring it up to you so that you can open it and view properly."
tulip009,rolodex,1," Um, I haven't heard of this object before. I'm not really sure. Rolodex. The first thing that came to mind was like Rolex because it's a similar word.  Um, but I don't know. Maybe it's like a game of some sorts or something. Or something you can use in a game.  Um, I imagine Rolodex is like, yeah, like I said, like maybe something you can use in a game or some kind of like card playing game. But I'm not sure. I haven't heard of this."
tulip009,rolodex,2," The object is made out of plastic, like hard plastic on the outside.  And it's spinning like a wheel, it can spin like a wheel. And it has plastic cards that I assume you can write on. It looks like a mini file folder just like on rotation. I'm assuming that this object is used for like... maybe like studying index cards or writing stuff down and having it alphabetized. It's like a little mini file system. So I assume that's what it is. It's not like a flash card thing of some sort."
tulip009,shoehorn,1," A shoehorn is, it's usually made out of wood or sometimes it can be like plastic and I think it's like almost like a stretcher that you put into  A shoe, I'm thinking like more so like heels that like need to be like stretched out more like or any leather shoes to either keep them in place or to help with like making them comfortable and stretching them out and I've seen them in like wood or plastic variations. So a shoehorn is basically insert it into a shoe. And Some of them are like adjustable so you can like turn the knob depending on like if you want to make it like more narrower or bigger depending on like the shoe if you need to have it stretched out.  And I've seen people use them, like I said, like in like heels and stuff like that for just like making them more comfortable and stretching the leather out."
tulip009,shoehorn,2,"So it is made out of metal. And I have actually seen one of these before, I was getting it confused like another little shoe device but it is yeah metal and it helps with like putting your shoes on or getting shoes out is how I saw someone use at a store one time it was like to help put like a shoe like to take a shoe off is what I saw the lady use it as so I think how I saw is you take the shoe horn and you slip it between the like the heel part of your shoe in order to get your foot out on maybe like a tighter shoe and so it's easier to like put shoes on and off or I assume mostly Off instead of on"
tulip009,handmixer,1,"A device that makes it easier to mix things. Not like a full on like kitchen aid kind of mixer but it has a handle and the top part is usually made out of plastic or metal and it has like two whisks on either side and then it has like the on and off button and different speeds too so it's like a little handheld mixer. So you first have to insert like the metal whisks into like the hand mixer because they like are detachable from it and then you start grabbing it you just you press it on and then adjust the speed and then you'll turn you have to turn your hand too as you mix things."
tulip009,handmixer,2,"So this object does have two whisks two metal whisks and it is still made out of metal and plastic. Yeah it has like a handle on top and a little turn thing on the side of it Which I haven't seen a hand mixer like this before so I had like another one in mind but it's still like the same concept we have to turn the hand wheel in order for the whisks to start mixing. So it is used for mixing different ingredients or whisking things together  at a more rapid rate than a normal whisk would and so you grab the object, or you grab the top handle of it and you just turn it on and then you start turning the turn wheel and then the whisk start moving themselves to make it faster."
tulip009,floppydisk,1," I haven't heard of the object floppy disk, but I'm assuming it's obviously circular. Because it's a disk and I want to say it's going to be made out of hard plastic is what  I can assume and it's more like bendable, like malleable. I think it will be some sort of game or like toy that kids play with where they can like bend.  In my head I'm envisioning more of like a frisbee disk, but softer."
tulip009,floppydisk,2,"So this is made out of hard plastic and metal I think.  And it looks like a square, like almost like a big, like a bigger version of like an SD chip.  And it's just like a black square and it has a small disk on the, small like metal disk on the back side of it.  This object you put into either some kind of like tech device, maybe like a camera or a laptop or something. I'm assuming it's like a memory storage. So it holds a bunch of information in it."
tulip009,bulbplanter,1,"I'm assuming if it is that top part of the metal thing then it works to hold the light  bulb to the actual, to hold the light bulb like in place and to be able to screw it on to places."
tulip009,bulbplanter,2," So it looks like a metal cylinder, it's like a metal hollow cylinder that has a rugged bottom edge and then it also has a handle that you can grab on top so it's gonna have like metal and plastic. And it has like measuring units on one side of it too. Still not sure what it is used for but it's some sort of measuring device or it counts something as like a measurement based on the measurements that are on the side of it.  And I assume you insert, you grab it by the handle and you insert it somewhere to measure something."
tulip009,crankflashlight,1," Crank flashlight, I think it looks like your typical flashlight.  It has obviously like the little bulb in the inside of it, but I'm assuming there's a handle of some sort that you actually have to crank it on.  And I'm assuming it could be made out of like metal or plastic, that outer casing of the flashlight.  If it is something where you actually have to like crank the flashlight on, I'm assuming you  will either rotate or instead of like pressing the on button, rotate something and the flashlight lights up. And obviously flashlight is used to help you find things in the dark or just a useful light source to have."
tulip009,crankflashlight,2,"so this is a smaller flashlight that can be attached it has like a carabiner thing like on like the end of it it's made out of plastic has a light bulb in it it also has a little solar panel so it's like solar paneled flashlight and it does have the metal the middle of the plastic little spinning wheel that can crank it on this is a useful like for when you are going camping or you need like a light source to have in a dark area um it is solar paneled it also has an on and off button and there is a little crank where you spin it but i'm not really sure what the purpose of the the spinning you know the crank is if it has an on and off button"
tulip009,stethoscope,1,"Stethoscope.  I want to say it's the thing that doctors wear around their necks that has, it's like a necklace cut and they plug it into their ears too so it looks like earbuds.  And it's like a longer side on like, longer side at the end of it where it has a metal portion and yeah it looks like your stereotypical doctor's stethoscope. It is used to check heartbeat in patients. That's what doctors use it for. So they put it into their ears. Not exactly sure how it works but I do know they like put it into their ears and then the metal portion goes on the patient's chest and then they have them breathe in and out and then they can hear the heartbeat I think."
tulip009,stethoscope,2," So yeah, this object looks like a pair of earphones from the top and has a longer rubber-y handle that drips down.  And it has...it's made out of like rubber, plastic, and metal.  Yeah, I think that's it. So this object works by first putting the earpieces into your ear and then placing the circular metal part against someone's chest and it checks their heartbeat. And doctors commonly use it to check patients' heartbeats and they can hear their heartbeat through that."
tulip009,frenchpress,1,"A French press.  I've heard of it, and I know it's, I want to say some kind of kitchen utensil.  I think, I want to say it's like a coffee thing.  But, I'm assuming it's made out of like stainless steel or metal, if it's a kitchen utensil.  And maybe it has some plastic pieces in there, but I think it's mostly stainless steel and metal.  And, yeah, I'm not sure what it would look like.  I think it's like a coffee thing, where it's like the little... handle that they use when making an espresso shot. To like press down like the grounds of the coffee.  But, it almost looks like a little measuring cup. If it is that.  But I'm not too sure, so I know it's some kind of kitchen or coffee making utensil."
tulip009,frenchpress,2,"so this object looks like a small pitcher it has a plastic handle and a plastic lid on top it also has like metal little strainer slash swifter i don't know what that thing is called but and yeah it's composed of like either stainless steel or metal and plastic too and it looks like a little pitcher where you can pour things out i think it is used for coffee i think you put the coffee grounds at the bottom and using the sifter you press it down with i'm assuming water and so it only collects the liquid that comes out of the coffee grounds and then you can pour that into your coffee drink"
tulip009,fishingreel,1,"A fishing reel is... I'm assuming the long portion of a fishing rod.  So it's typically made out of plastic, I think?  Or maybe metal, and it's like a long piece and it has the fishing string going through it, too. So it's used for fishing. And... It... It's like the...  It passes through the fishing rod and the string does, and so that way it can catch the fish and you can reel it back in that way."
tulip009,fishingreel,2,"So this object is the bottom portion of the fishing rod.  It is metal and it has a turn handle and it has the string at the very top of it, the  fishing string that you use on your actual fishing rod, and it has a smaller handle at the bottom of it that you can either place somewhere or you can hold it better. So this object is used for fishing and you grab it.  Once it's attached to the actual fishing rod, the string goes through it and you grab the bottom of it and you crank it in order to reel a fish back in.  And I'm not sure about how, but I know you can reel it back inwards towards you."
tulip009,threeholepunch,1," So this object, three hole punch, it looks like, so it's like a long metal piece usually. Like I remember like the ones we used to have in like our elementary school classrooms. It was like a long metal piece and it was rectangular and it had like two sides and there on one side was the actual hole punching side. So you had like the three holes that would line up to a standard like printer piece of paper and then you'd press down on the opposite side and it would hole punch the paper and then there was like a little tray underneath where it collected all the pieces and you had to empty it out. So this object is used for hole punching paper to make it easier to put into like binders  or like some kind of like, yeah, mostly like binders or like filing systems that like require  binders, but you basically push the piece down and it hole punches, push the opposite piece down and it hole punches the sides."
tulip009,threeholepunch,2,"So this object is  This is a long, skinny, rectangular piece of metal. It has two portions. The bottom part that collects the little excess pieces of paper. And then it has the top part and there's springs that connect it on one side.  And when you press down on it, that's when the paper cuts on the opposite side. So this object is used for hole punching standard pieces of like printer paper. And you use it by pressing down on one side so that way the sharp end actually cuts through the paper."
tulip009,pocketradio,1," A pocket radio, what I'm picturing is like those walkie-talkie kind of radios, and it's gonna be made out of like plastic and look and have different buttons on it with probably like antenna rods sticking out of it and it's gonna be small enough to fit inside your pocket.  So this object works, I think the antenna gets like signal and that's how it's able to communicate  between like certain like distances from like satellites, but  I, if it's a pocket radio I'm assuming it's to speak to other people or maybe listen to music, um but I'm picturing more like walkie-talkies like you press down you can like communicate with other people via like a radio if you're on like the same like radio channel."
tulip009,pocketradio,2,"So this object is a small rectangular piece. It's made out of plastic and has an antenna sticking out. It also has a small like wristlet attached to like the side of it like yarn or string wristlet and it has numbers of like the AM and FM like radio stations and also has like a small speaker at the bottom of it and then it has dials on the side to either tune or also to adjust the volume too and just has a little switch for AM and FM. So this object works by assuming you turn it on and then you can listen to your favorite music it's like a portable like a portable radio where you can like tune into like a radio channel and you can like adjust the volume with it and you can also tune it too so I think this has a scale portion at the top which I think is to flip through channels"
tulip010,pocketradio,1," Um, this object typically looks relatively smaller, has like a mesh over the speaker, typically has like a handle to hold it or an antenna as well. Made of all kinds of different metals and some plastic for like knobs and buttons.  Um, object works by receiving like FM or AM radio waves to then output whatever source it's receiving,  whether it's music or, um, I keep doing it on the wrong side.  Um, it's, yeah, used for receiving input.  But from radio waves, whether FM, AM, um, and typically, yeah, just plays music or any kind of radio station.  Yeah, that's about it."
tulip010,pocketradio,2," Um, definitely smaller than initially interpreted.  Uh, it looks like a, almost like a bigger Nokia phone like in size at least.  Uh, I was expecting to see like two like meshed areas in front of the speaker is definitely one smaller. Does still have an antenna. Has a little volume button on the side of it and a little hand wrist thing to put over your wrist to hold it so it doesn't fall or break.  Yeah, used by, or, it's used by receiving FM and AM radio waves and used to play like music or listen to radio stations. That's about it."
tulip010,fishingreel,1," So fishing reel typically looks like a circular,  yeah, like a cylinder-like object with almost like a cone at bottom. piece to like feed fishing line. It has like a handle to like reel in the line too when a fish is caught.  And then I know they have like a, almost like a little metal wire as a guard that you kind of flip up and down. And that's about it about how it looks and.  Okay, I kind of did this part already, but it's used for feeding and holding fish. fishing line and then reeling it in for when a fish has been caught or just the line needs to be brought in obviously used for fishing"
tulip010,fishingreel,2,"down to a bit of a not a point but like kind of comes down to a cone shape to a like a handle that kind of attaches to the rod itself yeah and then other parts fishing line or like hold connecting to the rod to the fishing line can be fed through the spindle and then up through the loops of the fishing rod to then attach a any kind of like hook or jig or whatever object you're using on the fishing reel or a fishing line and it's used for fishing"
tulip010,crankflashlight,1," Okay, so they look like a typical flashlight.  Sometimes they look like a typical flashlight, like cylinder in nature. Sometimes they look like a little box shaped.  They tend to have, well not tend, they do have a little, whatchamacallit, like a little handle to like twist and rotate so that you can increase like the kinetic energy in there to get the flashlight to function.  So it works by just pulling the, taking out the handle and rotating it around for the kinetic energy to build up so that you can then utilize the bulb inside to emit some light. And it doesn't require any batteries."
tulip010,crankflashlight,2," Okay, so it typically looks like, kind of like a typical flashlight with a handle to rotate around. It has a bulb, a little   like synthetic plastic cover on top of the bulbs to protect them and is made of plastic.  Except for the, I would assume glass for the bulb itself. It's used by cranking the handle to build up kinetic energy and it seems like on that  last, on the one I looked at had a solar panel to also help store some of that extra energy to then use the light to like see in the dark."
tulip010,frenchpress,1," French press looks, well it's made of typically like glass but like rubber handle, like plastic rubber handle. And also has a  It has like a, almost like a siphoning type of thing that goes on top and like a little metal rod that goes through that so you can push and press down coffee.  It's used for making coffee, making tea sometimes.  It's used by putting tea leaves or coffee grounds in the bottom and putting in, typically  from my experience, would be like cooler water and then you kind of just keep pressing and siphoning the grounds and the tea leaves through the water and then let it soak up and concentrate over time."
tulip010,frenchpress,2," Okay, so it looks typically cylinder in nature with a little, at the very top, a little spout piece that kind of converges into a point so you can pour like that evenly.  It has a handle made out of plastic, some metal, glass.  It's two different pieces that are together, like put together. And then the other piece is like a metal coiled piece that you use to siphon through and like sift all of the whatever's in the water with it.  And it has like a long metal pole with a little ball, like a plastic ball bearing on top to like pump the mesh. Siphon.  Yeah, I kind of just described part of how it functions.  It's used to like, the top part is used to pump and push the grounds and the water together  and siphon out, siphon through and help the concentration of the tea or coffee. And it's used to make tea or coffee."
tulip010,threeholepunch,1,"Okay, 3 hole punch is typically made out of metal almost entirely except for like a rubber bottom to stabilize it from sliding anywhere. And it looks rectangular in shape with a long slightly angled handle you press down and that has like 3 metal I guess little plungers I'm just got primed for that word but little spokes almost that help to push through paper. So it works by pressing on the slightly angled handle or lever to then push the 3 plungers in and create little holes in paper even evenly distributed holes in paper to then put the paper in like a binder."
tulip010,threeholepunch,2," A rectangular shaped handle on top with a little bit of a Crescent shape on it as well, at a bit of an angle to like put some force on and yes, it was made out of metal. It works by pushing the lever on top to then put some pressure onto the coil, onto the springs, and then push the plungers through into paper, typically paper at least.  Um, and yeah, used to put holes in paper and then put that paper into a binder."
tulip010,floppydisk,1,"This is more speculation because I'm not sure.  Um, I'm assuming it's like a non-burnt CD that's like empty, that doesn't have anything on it yet.  Um, made out of different kinds of metal and cylinder in nature. Kind of circular. And very thin.  Um, it's used, what my previous knowledge was right, that it's used for putting into a computer or some kind of hard drive to then like burn information or films or music of any kind onto the disk."
tulip010,floppydisk,2,"Okay so it’s made primarily of plastic with a little few pieces of metal in there it's square shaped and yeah okay um it's it's used in computers um it looked i believe it's used as some kind of like ram or like information storing device for a computer um yeah that's about all i got"
tulip010,shoehorn,1,"i've got two things that i'm thinking of for this one but it can look like one of either two ways either like a almost like a banana-like shape that's like very thin and flat and made of plastic or almost like a metal like triangular shape that you put on like more like cowboy boots type of thing um okay so how it works is you if it's the previous like the initial one that i described it's you put the you put it into the heel of the shoe and you slide your foot into it or if it's the latter of the two um you kick your heel back onto it and lift your feet take your feet out of the boot it's used to just put either shoes On or off"
tulip010,shoehorn,2,"okay so a somewhat similar banana shape with a bit of like a ovaling type of shape to it at the point so it's not sharp it's made of metal at least the one that i saw it can come in either plastic or metal works by putting your basically putting your shoes on you put the the round more obtuse side of it into the heel of the shoe and then push it back and then you just slide your feet in and then kick your your heel down and it just slides it right in instead of breaking the back end of the shoe"
tulip010,handmixer,1,"typically made of metal I'm thinking like a whisk that you'd use like beat eggs or flour but some metal handle cylinder metal handle and then a bunch of like metal wire that's kind of being looped around into a bunch of like into like a almost like an egg shape with a head of it used for baking cooking whisking eggs"
tulip010,handmixer,2,"okay so primarily made out of metal and then I'm thinking like a plastic or rubber handle it looks it's more complex in shape it has the handle top with a like a rotating disc that helps to then be rotated by the handle on the side to then rotate the whisking pieces that are looped pieces of metal to mix up everything it's used in primarily in cooking I don't know what else could be really used for yeah cooking we wrote you rotate the handle to the whisk and then mix things it's typically for like baking"
tulip010,rolodex,1,"okay so typically the main component of is plastic typically sometimes they're made out of metal kind of rare though my knowledge it has uh usually like a circular handle on one of the usually like a circular handle on one of the sides and I mean usually if they're working or being used they have paper in them as well. They tend to have a plastic cover that goes over them as well. It looks almost dome shaped. It works by holding slips of paper to store note cards or phone  numbers of individuals, typically phone numbers. Basically like a yellow book, predated yellow books I guess that you'd keep on a desk. You rotate the little handle on the side and it just flips through all of the pieces of paper in there."
tulip010,rolodex,2," So it's typically made of plastic, some metals, and then also paper. It's round I guess with stands.  Yeah, I'll go with that.  It functions just by rotating the handles on the side to then flip through sometimes just note cards or from the one I looked at, alphabetized.  It's used to store any kind of information, whether it's phone numbers or it could even be used as like a"
tulip010,bloodpressurecuff,1,"Okay. Okay.  Typically made of, I don't know what the actual cuff itself is made of, but t And then there's a like a bit of a Velcro piece to it. And then like a book like a rubber balloon inside the whatever the fabric is encasing it. And then attached to like a cylinder rubber tube or plastic tube and then connected to that the other end is a rubber like air pressure compressor. Manual one. And then you get to a certain threshold of air in the little ballooning cuff and slowly lower it to see somebody's blood pressure and read it's usually used on doctor's offices."
tulip010,bloodpressurecuff,2,"Okay, typically made out of some kind of fabric on the actual cuff itself with like a balloon inside of that connected to a cylinder rubber or plastic tube and it kind of splits into two pieces one with like a gauge to yeah one with a gauge on it with numbers and then the other end of it else has like a rubber manual pump and that cylinder and circular egg-shaped works by pumping the rubber pump and then the balloon inside the cuff itself inflates and as you slowly decrease the pressure from that the gauge registers just how much pressure is being used and it gauges somebody's blood pressure used it's used in doctors offices"
tulip010,stethoscope,1,"It's made out of metal and rubber or plastic tubing. Tubing comes like fans out into a triangle shape with almost like ear plugs on one end and on the other end it has a metal microphone amplifier. It's like a microphone. It's got some sounds. I don't know how to describe the other end piece. It works by putting the ear plug pieces into a doctor's ear and then a doctor will then  take the amplifying microphone, the metal piece, and put it on somebody's back or chest to then check somebody's heart rate to see if there's any irregularities or not."
tulip010,stethoscope,2,"So typically made out of like rubber or plastic tubing and then metal parts as well.  The part that kind of diverges into a triangular, almost shape, and then has earpieces on the  end, that part's typically made out of metal. and the other end of the tube falls into a circular metal microphone or sound amplifier.  It's used in medical offices, I would assume also probably in an ambulance, and it's used to just gauge and hear somebody's heartbeat to determine if they're normal or irregular."
tulip010,bulbplanter,1,"I honestly have no idea what... I'm just going to interpret it  Based off of the wording itself, bulb, I'm going to assume it has its circular nature. Um... Bulb planter.  Made out of glass, and that's all I can really think of. I have no idea its function or what it's used for. I'm going to just guess. Bulb planter. Um... Okay.  Based off of what I'm reading, I'm just going to assume either something that helps plant  plants, or something that holds or puts in light bulbs."
tulip010,bulbplanter,2," Okay, so typically made out of plastic, it's cylinder in nature with a bottom that's hollow,  um, and comes up into a plastic, uh, handle.  So this object works by, um, plunging it into the, into the dirt, and then lifting it,  er, pressing the little handle so that the spokes open, like, so that, yeah, the spokes  kind of like slide in and out a little bit, just depending on the handle pressure that you put onto it on the side.  Uh, plunge it, and then you release the handle so that it kind of captures and scoops just a little bit of the dirt.  And then you lift it out, and you can use that for planting, you can use it for, uh,  moving, uh, the whole, uh, golf course at the end of the putting green."
tulip011,bulbplanter,1," I am not sure what a bulb planter is, but I would say it's like the bulb that emits light.  My guess is that it emits light, but I don't know really how it works."
tulip011,bulbplanter,2,"This object looks like a metal circle with a handle. And it has some lines to measure.  Centimeters, I believe. I would say it works to measure. I'm not sure what."
tulip011,pocketradio,1,"I think this object typically looks like a little square that emits sound with like a little screen where you can see some numbers. So I'm going to try to get some numbers. I think it works by emitting sounds like music."
tulip011,pocketradio,2,"The pocket radio looks like a little square, kind of like metally-colored with some buttons on the side, and then it has like an antenna and you can adjust the channels of the radio with the buttons on the side. It is used for transmitting radio channels and it will like transmit sounds."
tulip011,handmixer,1,"I think a hand mixer looks like a metal kind of like straws with like a handle so you can mix stuff up I think it would be used for like cooking or when you're like making a cake or something"
tulip011,handmixer,2,"this object typically looks like metals strings with like a handle and it's to mix up stuff it works to mix maybe like batter or it's used for cooking and it works by you can either do it by hand or move the lever in the handle so you can mix up everything"
tulip011,rolodex,1,"I am not sure of what a rolodex is I would guess it's made out of metal  How this object works and what it's used for, I would say it's something that rolls just because of the word."
tulip011,rolodex,2,"How a Rolodex looks would be like a metal base with some kind of like handles on the Side so you can Rotate them and change the papers by alphabetical order. How this object works would be by turning the levers on the side and finding the letter  you're looking for with the information, I would say, sorted in alphabetical order."
tulip011,threeholepunch,1,"A three hole punch is like a metal they kind of look like scissors like two metal handles with some with three holes that puncture like a sheet of paper so I can make holes how this object works you would like press the handles and it would make a hole in a sheet of paper and it's you well it would make three holes in a sheet of paper and it would be used to like maybe put like a sheet of paper in a binder"
tulip011,threeholepunch,2,"this object looks like a elongated shape of metal that you have to press in order to make three holes in a sheet of paper how this object works is you put this sheet of paper in between other the levers the metal levers and you press on them and that's how you would get the holes"
tulip011,fishingreel,1,"I think a fishing reel looks like a metal square kinda with a little wheel like on the side and a handle. So you can hold the handle and kinda like roll it around to bring the strength that you fish with.  How this object works, you place your hand on the handle and then you roll it back or forth depending on where you want  the string, I can't remember how it's called, with the one you fish."
tulip011,fishingreel,2,"This object typically looks like a metal piece that has a handle and it has like a wheel system going on at the front part which that's like the cord or the string you fish with. It's either like loose or tightened up. This object is used for fishing and it would work by turning the handle to the front or to the back."
tulip011,crankflashlight,1,"A crank flashlight.  It's like a plastic object that emits light, but in order to do so, you have to, there's like a lever or like a handle on the side that you have to roll. This object would work to emit light and use for like when you go camping in the dark."
tulip011,crankflashlight,2,"This object typically looks like a plastic kind of like an elongated shape with some clear space on the top where the light would come out from. It has a lever with like a little handle on the side so you can charge it. This object works for emitting light especially like in the dark and it is used for just like as a light."
tulip011,stethoscope,1,"The stethoscope usually looks like two metal bars that connect to a longer one. It has a circle shaped metal at the end. This object is used in the medical field to hear the heartbeats. It would be used by placing it above the chest of the person and then the doctor puts the other ends on their ears to hear the heartbeats."
