…1,SubjectID,ObjectID,TalkBlock,Transcription,accuracy_Nicole,certainty_Nicole,accuracy_Tarun,certainty_Tarun,raw_accuracy_Human,raw_certainty_Human,scaled_accuracy_Human,scaled_certainty_Human,Very certain,Somewhat certain,Somewhat uncertain,Very uncertain,raw_certainty_score_weighted,scaled_certainty_score_weighted,Very accurate,Somewhat accurate,Somewhat inaccurate,Very inaccurate,raw_accuracy_score_weighted,scaled_accuracy_score_weighted
41,tulip009,fishingreel,1,"A fishing reel is... I'm assuming the long portion of a fishing rod.  So it's typically made out of plastic, I think?  Or maybe metal, and it's like a long piece and it has the fishing string going through it, too. So it's used for fishing. And... It... It's like the...  It passes through the fishing rod and the string does, and so that way it can catch the fish and you can reel it back in that way.",2,2,2,2,2.0,2.0,-1.01230650910259,-0.764551091851965,0.0129715036600828,0.536891937255859,0.413634657859802,0.0365018993616104,2.52633304148912,0.169353470763675,0.1746239811182020,0.7243108749389650,0.07362333685159680,0.027441736310720400,3.0461169593036200,0.2651665832322020
42,tulip014,floppydisk,2,"The floppy disk is a thin very square plastic device. Um it has a small slider on the top as well as what looks to be an unlocking apparatus towards the bottom. It’s very small, almost like a power switch size, like from the old DS’s, they would haveon the side that you can flip up or down. So it’s much smaller and thin it doesn’t have any external bits on that. But the top sliding bit on that is um it’s got a spring that pushes it back into the starting position and the rest is just all uh black plastic in  The objects function, as previously stated,  it is a storage for older computers,  as there's not a modern application for them, as there have been technological advancements that make the floppy disk dated and irrelevant. It was used by... The way you used it was you would put it into the port specifically. You might even have to have slid that slider at the top.  I'm not entirely sure, as I don't have much experience using them.  But you would insert it,  and it would be like an external storage hard drive, however you want to refer to it as.",4,3,4,2,4.0,2.5,1.23726351112538,-0.188103840058817,0.0086535904556512,0.188604757189751,0.669945895671845,0.132795736193657,2.0731161609292,-1.1575082809025,0.1997249275445940,0.7040603756904600,0.07058712840080260,0.025627555325627300,3.0778826493769900,0.4289921224950530
43,tulip011,handmixer,2,this object typically looks like metals strings with like a handle and it's to mix up stuff it works to mix maybe like batter or it's used for cooking and it works by you can either do it by hand or move the lever in the handle so you can mix up everything,3,3,3,3,3.0,3.0,0.112478501011399,0.388343411734332,0.0886900499463081,0.751970827579498,0.144967198371887,0.0143719753250479,2.91497905459255,1.30717412979871,0.41042089462280300,0.4534636437892910,0.09995730966329580,0.036158204078674300,3.238147333264350,1.255526921581550
44,tulip006,crankflashlight,2,"Um. So it works by. Um. Cranking the handle. Um. And that creates. Um.  Kinetic energy, which I guess can also be. Um. Stored into some sort of battery. Um. It also has a solar panel. So it can. Um. Also get energy from that and the sun. Um. And then there's the button that turns it on or off. So you don't have to necessarily turn rely on constantly just cranking it And that way it stores energy And what it's used for is. Um. For. Light. Like any other flashlight. But specifically when you don't have. Like. Like an external source of energy. Um. Readily available. Yeah.",4,3,3,3,3.5,3.0,0.674871006068392,0.388343411734332,0.0612745098769664,0.520010590553284,0.360505938529968,0.0582089684903621,2.58435065671802,0.339208914971771,0.26962825655937200,0.6483384966850280,0.060205668210983300,0.02182760275900360,3.165767455473540,0.8822413898185010
45,tulip021,pocketradio,2,The pocket radio plays music. out of a speaker in the front and it has an antenna to get static electricity to play the radio stations. That is a handheld device.,3,4,3,4,3.0,4.0,0.112478501011399,1.54123791532063,0.0949940010905265,0.522031486034393,0.333487212657928,0.0494873039424419,2.66253219172359,0.568097319034042,0.42739319801330600,0.4918374717235570,0.06271634250879290,0.01805299147963520,3.328570883721110,1.721869282834360
46,tulip004,frenchpress,1,when i think of french press i think of hair immediately so i'm gonna say it's gonna be like maybe like 12 inches long probably made out of plastic it might have a wire at the end to be plugged in I think that this object is used for a person's hair maybe in order to like put waves in it or you know like change the style from like curly or straight,1,2,1,2,1.0,2.0,-2.13709151921657,-0.764551091851965,0.0274599026888608,0.763375699520111,0.180079147219658,0.029085349291563,2.78921035304666,0.938967015730515,0.21063345670700100,0.6206661462783810,0.10950353741645800,0.059196874499321000,2.982736214995380,-0.06170761944352090
47,tulip021,frenchpress,1,Typically a French press is a glass container that has lines on the side to tell you how much coffee you are putting in it. It has a lid that you push down to separate the coffee grounds. It's a glass container that you make coffee in. You put coffee grounds at the bottom. You put hot boiling water on top of the coffee grounds. You fill it up to however much coffee you want. You put the lid on. You press the lid down to the surface of the coffee. And then after two minutes you're able to press it all the way down and get your coffee.,4,4,4,4,4.0,4.0,1.23726351112538,1.54123791532063,0.129478976130486,0.689636886119843,0.146738171577454,0.0341459661722183,2.9144488722086,1.30562193976157,0.27365201711654700,0.6275628209114080,0.07624989748001100,0.0225352942943573,3.152331620454790,0.8129486115942600
48,tulip019,pocketradio,1,"A pocket radio, I’m going to assume it’s one of the old radios that could clip onto  your shirt or pants depending on what generation it is I'm assuming it has you know buttons on it Aux cord where you could listen in it could have like you know batteries it could it could be shaped like a square it could be big or small I'm assuming it's gonna be a medium at least and yeah how this object works and what is used for I would say it is used for to listen to the radio or any sort of music that's on there might be a dial on it where you could change frequencies it is just used to as whatever if you could plug in their aux if that your phone's ever has our school you could listen in either with just your phones or you could maybe have it does it might be a speaker out and you could just listen outward and yeah",2,3,2,3,2.0,3.0,-1.01230650910259,0.388343411734332,0.0166956186294555,0.592899978160858,0.333866864442825,0.0565375126898288,2.56975365057588,0.296473946417833,0.2193366140127180,0.674352765083313,0.06807467341423040,0.03823588043451310,3.0747899785637900,0.41304225763881400
49,tulip020,bloodpressurecuff,1,"Blood pressure cuff is Some Made of some material that goes around your arm It's a thing that has a velcro on it so it velcroes around your bicep What is it? What's the material? I don't know it's not cloth Some other material that Velcros around your arm this is usually used in medical settings so if you're at CVS or the hospital and They're checking your blood pressure so they can see that you are not over the normal but it also has like a  little monitor next to it so you oh, it's I forgot you actually use it to you squeeze a ball that's connected to the cuff that you velcro on your arm you squeeze squeeze squeeze squeeze it and then  You let it go and when you let go that pressure on your arm, that's what is recorded by the doctors or whatnot",3,2,3,2,3.0,2.0,0.112478501011399,-0.764551091851965,0.0038204314187169,0.212187096476555,0.628160297870636,0.155832171440125,2.06399578228593,-1.18420958463046,0.0619148313999176,0.740373969078064,0.1555878072977070,0.042123451828956600,2.822080299258230,-0.8902601228084580
50,tulip012,floppydisk,1,Uh floppy disk is a small plastic disk with kind of a white detailing on it that has like this save button on a word document. And I think it’s made from plastic and has other internal mechanisms. And I think it was one of the first um sources for storage with computers and it isn’t really used any more but it was used as a hard drive.,3,3,3,3,3.0,3.0,0.112478501011399,0.388343411734332,0.0141167370602488,0.609213352203369,0.326181530952454,0.0504883676767349,2.58695843443275,0.346843583173555,0.24077115952968600,0.6831254363060000,0.05237959325313570,0.023723747581243500,3.140943881124260,0.7542184995614400
51,tulip012,crankflashlight,2,"So, this one here is a Um this one is army green, I think it’s tactical equipment of some sort. There's a switch to turn the light on and the  crank on the side. It's made from plastic, this one has a solar panel, LED bulbs, screws and so on. And this one doesn't seem to work by cranking the lever but it  has an on and off switch and it's used for, it uses a light source.",3,3,2,4,2.5,3.5,-0.449914004045594,0.96479066352748,0.0114145083352923,0.705606162548065,0.252223759889603,0.0307556148618459,2.69767965562642,0.67099689652356,0.21901150047779100,0.6112591624259950,0.12061702460050600,0.04911225661635400,3.0001697950065100,0.02820277255515860
52,tulip022,rolodex,1,"I’m not really sure about what this object is um but I believe it could be made of some sort of metal but not sure. I’m not — it’s unclear to me how it may work, I’m unfamiliar with the object.",1,1,1,1,1.0,1.0,-2.13709151921657,-1.91744559543826,0.0010859824251383,0.0755467191338539,0.701759874820709,0.22160741686821,1.85611125361174,-1.79282334482438,0.11866427958011600,0.4370410740375520,0.322229266166687,0.12206542491912800,2.552304297685620,-2.2815788328924000
53,tulip022,crankflashlight,2,This object is typically small in size and sort of rectangular or cylindrical where it’s long and skinny. It has a small crank on the side of the object and typically may have a panel for solar activation. Typically may have some sort of grip where your hand holds the object as well as small bulbs in the top of the  object. This object is used to generate light without electricity. The solar panels on the top of the object likely use energy created from the sun and combined with cranking the dial produces light from the top of the object itself. Again it wouldn’t require any kind of battery or electrical connection.,4,4,4,4,4.0,4.0,1.23726351112538,1.54123791532063,0.0844829827547073,0.633566975593567,0.236851945519447,0.0450980551540851,2.75743480399251,0.845939234801313,0.27842646837234500,0.5821042060852050,0.10319957137107800,0.03626972436904910,3.102687358856200,0.5569177207523050
54,tulip009,stethoscope,2,"So yeah, this object looks like a pair of earphones from the top and has a longer rubber-y handle that drips down.  And it has...it's made out of like rubber, plastic, and metal.  Yeah, I think that's it. So this object works by first putting the earpieces into your ear and then placing the circular metal part against someone's chest and it checks their heartbeat. And doctors commonly use it to check patients' heartbeats and they can hear their heartbeat through that.",4,4,4,3,4.0,3.5,1.23726351112538,0.96479066352748,0.0552083440124988,0.702330946922302,0.205628588795662,0.0368320681154727,2.7759154625237,0.90004418985141,0.13383519649505600,0.6972021460533140,0.14262673258781400,0.026335904374718700,2.9385365936905100,-0.28965880762042200
55,tulip024,rolodex,2,maybe like it's normally made of metal like base that files are kind of strung on so you can flip through them and I think it's normally like file headers or something like titles and that they're made of paper it's I think it's just to give you names of things or maybe just like small bits of information and to flip through them and like alphabetical order,3,3,2,2,2.5,2.5,-0.449914004045594,-0.188103840058817,0.0060186460614204,0.538943350315094,0.411846190690994,0.0431918613612651,2.50778887793422,0.115062595041571,0.23304523527622200,0.6571900844573980,0.08443742990493770,0.02532726153731350,3.0979533158242700,0.5325027890820570
56,tulip004,bloodpressurecuff,2,"So, this object is a band that goes around your arm.  It's pretty long, so it can wrap all the way around, and then it has a little dial on it in order to see if it's high or low.  You can also see what the blood pressure is, and it also has like a little rubber ball,  I guess, that can be squeezed. This object is used to measure someone's blood pressure in order to see if it's high or if it's low.  Usually, if it's on the higher side, that is something bad, and it's usually used by nurses.",4,4,3,2,3.5,3.0,0.674871006068392,0.388343411734332,0.0593061931431293,0.523382782936096,0.352651387453079,0.0646596178412437,2.57733551412821,0.31867101185262,0.1597839891910550,0.65395188331604,0.1691741645336150,0.01709003746509550,2.956429973244670,-0.19737708643246400
57,tulip019,bulbplanter,1,"I'm not sure. I'm going to assume it's the thing that you attach light bulbs to. It could be small. I guess just depending on the light bulb. And I'd assume that's just where you connect your light bulbs and just have that's where the light will be. I'm not sure what a bulb planter is. So I think that is just my best guess of how it would look. Maybe it would be metal. Maybe it would be compact or whichever. But I assume it wouldn't be fragile. I don't think it would be soft at all. So I think it's just going to be a metal plate where you would just attach a light bulb. I'd assume how it worked is  whichever, if there's a light bulb,  in it or on it, that is how the light bulb would turn on.  It would probably, it's just an attachment for the light bulb where it could just illuminate  whichever, wherever the bulb planner is or wherever it's connected to.  But, yeah.",1,2,1,2,1.0,2.0,-2.13709151921657,-0.764551091851965,0.0108574973419308,0.244079202413559,0.605404853820801,0.139658436179161,2.12613574042916,-1.0022853508982,0.14401397109031700,0.6419444680213930,0.15252582728862800,0.06151566281914710,2.868456605821850,-0.6510830920480670
58,tulip008,bulbplanter,1,"This object… I'm not sure how this works.  I know this object is used to plant bulbs, which are, I think they’re perennials?  And so, they'll die over the winter but they'll come back during the spring and summer.",3,2,2,1,2.5,1.5,-0.449914004045594,-1.34099834364511,0.0014231940731406,0.0705822631716728,0.710760653018951,0.217233955860138,1.85619482770562,-1.79257866887925,0.06859093904495240,0.6966087222099300,0.17346274852752700,0.06133762374520300,2.7724530436098600,-1.1462033086782300
59,tulip016,rolodex,1,"Rolodex. I am familiar with the word. Rolodex is a. This is sort of an older device.  What it looks like from what I think it is, is a. It's a. A metal wheel. It's a. It's a metal stainless steel stand that makes a triangle shape. And there are two metal triangles that hold up a metal rod.  And of the metal rod, there are pieces of paper, small rectangles with personal information written on them. And a Rolodex is made up of an alphabetical order of. People's personal information. So it's just a bunch of papers ordered next to each other in alphabetical order. There is a sort of hand crank to rotate these papers typically. Okay. So a Rolodex is used to. It's sort of like what you would see in a book. It's like a. A. A list of everyone's personal information that you know. It's a way to. It's a way to have a. A person's. Information. It's an older way to get.  Look up people's information, but it's typically used. I've seen it used in movies for office settings. When.  You're trying to look up someone's information, you'll.  You'll see them go through their Rolodex and they'll say, yes, I found this card for this one person's information. It typically has a name and address. Maybe their relation to you. And they're just a list of people's personal information. Okay.",4,4,4,3,4.0,3.5,1.23726351112538,0.96479066352748,0.0523967705667018,0.564641118049622,0.308041453361511,0.0749206319451332,2.59451397508383,0.368963584288015,0.17011141777038600,0.7533311247825620,0.060870442539453500,0.015686914324760400,3.077866844832900,0.4289106135477410
60,tulip008,shoehorn,1,The object typically looks like some sheet metal or a thin piece of plastic with a handle on one end and a flared end at the other end so that it contours nicely to the heel of your foot and the heel of your shoe. The object works by prying the heel of your shoe open so that you can slide the heel of your foot in.,4,4,4,4,4.0,4.0,1.23726351112538,1.54123791532063,0.0779568552970886,0.60773229598999,0.275072753429413,0.0392380133271217,2.72440782934427,0.749247714000371,0.3996366858482360,0.4071803390979770,0.14827637374401100,0.04490665718913080,3.161547165364030,0.8604760416884890
61,tulip008,rolodex,1,I'm not sure what it looks like or what it's made of. I'm also not sure what it's used for and how it works.,1,1,1,1,1.0,1.0,-2.13709151921657,-1.91744559543826,0.0010827615624293,0.0255986005067825,0.663962006568909,0.309356600046158,1.71840746095404,-2.1959722639713,0.096049003303051,0.47030961513519300,0.3499525189399720,0.08368886262178420,2.5787187591195100,-2.1453512433532000
62,tulip020,floppydisk,2,The floppy disk is made of plastic and a little bit of metal question mark. Um and it's a little square with a circle of silver in the middle. And a sliding little portion at the very top. Yep. I'm gonna say the floppy disk is used for showing some sort of film maybe or a camera film. I have no idea. Maybe it's for photos. It says 2 HD on it.,2,1,2,1,2.0,1.0,-1.01230650910259,-1.91744559543826,0.0085482979193329,0.263750910758972,0.556586682796478,0.171114146709442,2.10973343625665,-1.05030560561336,0.183163583278656,0.7077041864395140,0.08478263020515440,0.02434966154396530,3.0496818143874400,0.283551649168195
63,tulip023,fishingreel,1,A wire with a hook and a knot at the end. The hook is usually sharp and there's also... Like weights that are attached. As well as like a styrofoam like ball. Or with like a plastic... Stick in between it. And... The edge of the reel is either plastic or wooden. With like a handle. Maybe made out of rubber. There's metal. There's also metal hooks around. Where the plastic... Like... Strike or reel would be passing through. There is a hand monitor like spinning Contraption essentially like spins the reel to either push it further outwards or collect it inwards. Um... And it's made out of like a bendy material. and people often will attach bait at the end of the hook attached to the reel and throw like extend um the reel into the water in like a throwing motion um the styrofoam will then float on top of the water the hook itself attached with the bait um and the little weight will bring the bait a bit lower into the water um making it more attractive to fish to lure to catch um and if the styrofoam ball um goes deeper into the water it means that there's either a fish at the edge um nibbling on the bait or even caught onto the hook itself there would be like tension on the reel and then um the person handling the fishing reel would then go ahead and bring in the fish by moving in like a counterclockwise motion with the handle attached to like the contraption that brings in the reel like the spinning thing um yeah,2,3,2,4,2.0,3.5,-1.01230650910259,0.96479066352748,0.0558489970862865,0.493038177490234,0.372457087039948,0.0786556974053382,2.52608039230108,0.168613801615021,0.207259863615036,0.6678625345230100,0.09397578984498980,0.030901828780770300,3.0514804664999200,0.29282785729064900
64,tulip018,fishingreel,1,"Um I think a fishing reel typically looks like a rod with like a wire attached and I think it’s probably made of metal and string and I think it has a little, I think it has a little um ranking mechanism too to like have the wire come back. And I think how it works is that it’s used to get fish and how it works is that if you put the use the rod to use the wire to use the string to go into the water then the string it catches fish on it and you can kind of put bait on it and then get fish",3,2,2,2,2.5,2.0,-0.449914004045594,-0.764551091851965,0.0291699022054672,0.742272019386292,0.188946396112442,0.0396116748452186,2.76100013405085,0.856377283976871,0.1815970242023470,0.728401780128479,0.06264836341142650,0.02735276333987710,3.0642429273575500,0.35864783562239500
65,tulip018,crankflashlight,2,"It typically looks like, um, almost like a flat-ish cylinder, and, um, flat-ish cylinder,  and it has like, has like a little crank mechanism on the side of it, and it also has like a  switch for the light to come out, and then the, the, um, one side has a handle, and the  other side has more, has the light, and it's like, and, yeah, I think that that's how it  kind of looks like, and I'm still not really sure what it's made of. The outside kind of looks like it's made of rubber.  And then, I think the object, I thought initially that it would be the cranking mechanism that  would make the light come out, but it's just an on and off switch, and I think that this  is normally used for like, when people go out and like need light, emergency light,  I think that that's what this would come in handy for, because it's very like, transportable.",3,2,3,2,3.0,2.0,0.112478501011399,-0.764551091851965,0.013531083241105,0.286496251821518,0.576938629150391,0.123034127056599,2.19052447378635,-0.813777483705919,0.15724414587020900,0.7316795587539670,0.08102059364318850,0.03005564957857130,3.016112096607690,0.11042217817393900
66,tulip019,crankflashlight,2,I'd took definitely it was a manual flashlight smaller than I expected it has like a hook on it where you could attach it either to your backpack or to your pants or whichever definitely used for you know exploring the wilderness or just being able to have a reliable flashlight that doesn't depend on batteries it has like a solar panel on the side of it and there's even an off and on button on the flashlight so just when you you spin it you crank it the light will turn on but you could also choose to turn it off and just still have it ready to go when you took switch flip the switch and yeah it has multiple LED lights on the light on the flashlight and definitely definitely break the object works does the mechanism on the side the plastic the more you spin it I guess the more energy you get in that light flash crank flashlight and the light will just turn on how it works yeah it's paneled solar charge and definitely the more you rotate it the more energy it would have and the longer it will be for you and yeah,4,4,4,3,4.0,3.5,1.23726351112538,0.96479066352748,0.111324302852154,0.459342986345291,0.341776698827744,0.0875560492277145,2.59443561732769,0.368734179969623,0.2654648721218110,0.6105943322181700,0.09219060093164440,0.031750138849020000,3.109773825854060,0.5934648341539540
67,tulip018,frenchpress,1,I think a French press typically is made of metal and I think it's more it's kind of in a rectangular shape I'm not really sure and then I think that I'm not really sure how it works or what it's used for it might be used for coffee but I'm not necessarily sure,2,2,2,1,2.0,1.5,-1.01230650910259,-1.34099834364511,0.0011780528584495,0.110279493033886,0.734159231185913,0.154383227229118,1.9582523801364,-1.4937895712142,0.09321735799312590,0.484460711479187,0.28545376658439600,0.13686814904213000,2.534027248620990,-2.3758392570239600
68,tulip019,handmixer,2,"This looks like a tool definitely for baking. It has two metal springs that once you spin the wheel that has attached on the left on  the side, the faster you spin it, the faster those wheels spin. And it's definitely just to be baking stuff.  It is made of metal, I guess, and has some plastic handling for you know where you spin the wheel and where you hold the hand mixer. It has like some screws attached to it. Definitely to bake stuff. And yeah.  How this works, the faster you spin the little handle on the side, the faster the mixer things, the metal springs go.  And yeah, it's just used to help you bake stuff and to help you mix your baking materials,  Whether that be flour, egg, yolk, or whichever. It's just definitely made by hand for hand mixers.  It's just, yeah, the faster you make it, the faster you spin it, the faster the dowels are.",4,3,4,3,4.0,3.0,1.23726351112538,0.388343411734332,0.517554104328156,0.301430642604828,0.136347368359566,0.0446679145097732,3.29187099635601,2.41058294682978,0.30480489134788500,0.6119639277458190,0.06345711648464200,0.019774148240685500,3.2017997298389700,1.0680710307030000
69,tulip005,fishingreel,2,"Yeah, there's a handle bar on the side. You... There's a handle bar on the side. There is a... It's circular. It's cylindrical. There's a rod on... or the handle on the side that you can turn. It's like a cylindrical shape. Put the handle on the side. There is... like... rubber on the top where you can put in the reel.  Or the actual hook, I'm assuming. And then there's a bottom part where the string goes. You turn the handle to... unravel the string. To... throw the string... to unravel the string so it can go as far out as possible into the water. You... turn the handle towards you to reel the string back in to collect fish.",3,3,4,3,3.5,3.0,0.674871006068392,0.388343411734332,0.0676760971546173,0.586587011814117,0.278049528598785,0.0676873549818992,2.65425183624029,0.543855311614952,0.23501043021678900,0.652719259262085,0.09516157954931260,0.017108768224716200,3.1056314259767500,0.57210119016652
70,tulip020,threeholepunch,1,"I think a three hole punch is a metal thing where on one side there's one, two, three holes and then on the other side there's a hole. You can push down with paper. It's made of metal and it's maybe a red or whatever color or black. Then you push down on it. It could be a rectangular shape or a cylinder kind of thing.  Nope, different. Whatever. It's used to basically create holes in paper. You can place them into binders so it's just easy. They're not just loose papers like loose leaf papers everywhere.",4,2,3,3,3.5,2.5,0.674871006068392,-0.188103840058817,0.0168777871876955,0.47017627954483,0.400653660297394,0.112292215228081,2.39163952320814,-0.224982409628918,0.111781045794487,0.6530227065086370,0.1800006628036500,0.05519561842083930,2.8213892467320000,-0.8938240955258150
71,tulip020,bulbplanter,1,"I'm going to say a bulb planter…  It kind of reminds me, no, it might be like something, okay, I'm going to say it's rubber  and I think it looks like you have like a ball on top and a little thin, narrow thing. So like opening towards the bottom that you can help like squeeze the ball and it sections up things and then when you push the ball it like squeezes it out.  Is my guess, oh, I literally said everything in one. I don't know how this actually works. I think you use it to section up liquids and whatnot. I don't know. That didn't sound rubber so.",1,2,1,1,1.0,1.5,-2.13709151921657,-1.34099834364511,0.0119950585067272,0.358303666114807,0.501978695392609,0.127722576260567,2.25457119941711,-0.626270896453644,0.10671144723892200,0.6626639366149900,0.17673566937446600,0.05388893932104110,2.822197876870630,-0.8896537385079070
72,tulip013,bulbplanter,2,handles growing on it and you can press and it's made out of the pottery shaped portion both planter can be used for replacing the vegetation on the growing in the nature wild Or probably in the backyard or maybe grass or normal flowers you can replace them with you can on the handle you can press it to expand a pottery portion a little bit bigger and you probably insert that on the ground and release the pressure on the handle and now the pottery portion which made out of the metal will compress so you can grasp on the soil and you pull it out and you put other vegetation inside with the same method so the purpose of a bowl planter is to replace the vegetation or the backyard flowers,3,3,3,3,3.0,3.0,0.112478501011399,0.388343411734332,0.17394232749939,0.568489134311676,0.198288440704346,0.0592800974845886,2.85709369182587,1.13770587490596,0.5113712549209600,0.3660268187522890,0.08753442019224170,0.03506740555167200,3.3537017218768600,1.851476828065810
73,tulip022,shoehorn,1,This object is typically longer and skinny with a handle at the top potentially made out of plastic. It’s usually curved at the edges with a sort of knock for heels to fit in. It’s typically longer to avoid having to pin down for application uses. This object is used for um easier application for putting shoes on. It’s typically placed at the back of the shoe at the heel where you can use the knock in the tool to slide your heel in the shoes for easier foot insertion.,4,4,4,4,4.0,4.0,1.23726351112538,1.54123791532063,0.0620561428368091,0.553894400596619,0.327998876571655,0.0560505799949169,2.62195610627532,0.449304621491238,0.3028654158115390,0.4601622223854070,0.1779516488313680,0.059020765125751500,3.0068723931908600,0.06277015514551450
74,tulip006,threeholepunch,1,"Looks like and made of…  So it's typically, like, an elongated thing. I can only imagine it being used with metal and maybe some sort of plastic.  It's elongated, like, specifically to the length of, like, a paper because what it... Okay. Um...  It has, like, these metal...  It has, like, a metal... How do I say this?  It's elongated, and then it has a sort of, like, folding function  that can, like, fold in onto...  Oh, my God. Wait. What am I saying?  Elongated part, length of a... Uh...  A piece of paper, usually, made out of metal or plastic.  It's a flat surface that usually has, like, three holes.  And then there's, like, a second thing that you use to fold onto that flat surface.  But that second thing that you fold onto has, like, three protruding things that are usually metal that fit into the bottom... The bottom flat layer. And... And that usually punctures three holes. Yeah. How it works and what it's... Um... You fold it onto a piece of paper. Or you fold it onto whatever you're trying to puncture. Um...  And you, like, put it in and then at the hinge, fold into and then punctures into it for the three holes. Um... Used for... Usually paper. Um...  I can't think of anything else you really, really use a hole puncher for. Other than paper. Especially a three-hole puncher.",4,2,4,3,4.0,2.5,1.23726351112538,-0.188103840058817,0.0519642196595668,0.400149136781693,0.386347353458405,0.161539301276207,2.34253829717636,-0.368733760419283,0.14325305819511400,0.7035502195358280,0.11763180792331700,0.03556498885154720,2.9544914960861200,-0.20737441578731400
75,tulip024,floppydisk,1,I think it's like a square shape and it's mainly made of plastic but I think some like light metal with like probably like copper you put it into a disk reader like a computer and it reads a file I think normally like a video,3,2,2,2,2.5,2.0,-0.449914004045594,-0.764551091851965,0.0088425856083631,0.565269351005554,0.394493460655212,0.0313946083188056,2.55155992507935,0.243209031722169,0.16646070778369900,0.6393333077430730,0.1666620373725890,0.027543930336833,2.944710759446030,-0.2578167153485900
76,tulip005,frenchpress,2,"So it's like a long cylindrical glass. With like a plastic handle.  There are, there's like a spout almost to pour out the liquid that's in there. There is a top with like a lid.  The lid is connected to this, it's connected to like these like circular, like a spring type. So it's like a spring inside.  I believe if like you press the button, like it should like spin, spin the springs within, maybe help like mix whatever is in like the container. And then you can like pour it out through the spout. Just use the handle to hold it.",2,3,2,3,2.0,3.0,-1.01230650910259,0.388343411734332,0.0537800565361976,0.512542426586151,0.380204409360886,0.0534730702638626,2.56662939488888,0.287327209940621,0.3084483742713930,0.4966931939125060,0.1520194113254550,0.04283904284238820,3.070750944316390,0.3922117023399110
77,tulip022,floppydisk,1,"I'm unsure what the object is typically made of but I would think that it is typically circular in shape, potentially made out of plastic or some sort of metal material. Not sure how this object works or what it made be used for aside from maybe storing information.",3,1,2,1,2.5,1.0,-0.449914004045594,-1.91744559543826,0.0014295689761638,0.1414435505867,0.676168620586395,0.180958241224289,1.96334441006184,-1.47888187462078,0.16821785271167800,0.5221192836761480,0.21819928288459800,0.09146350622177120,2.7670913338661200,-1.1738553127149700
78,tulip018,rolodex,2,"I think that it's... Oh.  It looks like that it has two different knobs on the side, and is made of a bunch of paper flaps. And I think it's made of a plastic cap.  And also, it's made of a plastic and paper.  I'm not really sure what it's used for, but it might be used for organizing.  And I think it works like, you turn the knob, and each flap opens up, and it just goes in a cycle.",3,2,2,2,2.5,2.0,-0.449914004045594,-0.764551091851965,0.0076187397353351,0.410247564315796,0.493065625429153,0.0890681073069572,2.33641701005399,-0.386654764914097,0.13521263003349300,0.6021769046783450,0.21758610010147100,0.04502446949481960,2.827577903866770,-0.8619072667059450
79,tulip003,rolodex,2,"This object is usually made out of metal and it sits on your table well. It has two stands on each side and in the middle. It's like a metal rod to hold the papers together. This object works by...  You can spin the things on the side to adjust what you want to see, like the paper, what paper you want to see. And it's used for... it can be used for anything like calendar or dates.",3,4,2,3,2.5,3.5,-0.449914004045594,0.96479066352748,0.114194571971893,0.665052235126495,0.198325991630554,0.0224272478371858,2.87101422436535,1.17846036350012,0.2207714319229130,0.5744940638542180,0.16664865612983700,0.03808576241135600,2.977950993925330,-0.08638649216696520
80,tulip008,crankflashlight,2,The object is green and round. It has a clip on one end that will clip to a keychain or something else. It's got an on switch. It has a handle at the side that will nicely tuck into the device. It's got LED bulbs at the other end. The object works by turning the crank which powers the light bulb. It also has a solar panel on the side which takes energy from the sun and uses that to power the light.,4,4,4,4,4.0,4.0,1.23726351112538,1.54123791532063,0.0738842636346817,0.607525885105133,0.290782064199448,0.0278078578412532,2.72748669609427,0.758261567420845,0.30102407932281500,0.5704658031463620,0.1036437451839450,0.02486635185778140,3.1476475689560200,0.7887915018022590
81,tulip005,rolodex,1,I'm not entirely sure what this is. I believe it's maybe like a watch. Like a circular shape connected by like straps with numbers on it and needles. Maybe it's to tell time.,1,1,1,2,1.0,1.5,-2.13709151921657,-1.34099834364511,0.0017536610830575,0.151892811059952,0.668920457363129,0.17743307352066,1.977967065759,-1.43607181307061,0.16998255252838100,0.43948468565940900,0.2724824845790860,0.11805031448602700,2.6613995507359500,-1.7189406965665100
82,tulip008,handmixer,1,"The object typically looks like one big rectangle with a, a handle on it. And it’s got rods that come down, I don’t know what the proper term is. But it’s got rods that come down, and then it’s got whisks and you use that to mix whatever you’re putting in the mixer. The object works by taking those whisks and spinning really fast, and it’s air bubbles in your mixture and it mixes all the ingredients together. . . . . . . . . . . . . . . .",3,3,3,3,3.0,3.0,0.112478501011399,0.388343411734332,0.0201977789402008,0.201610714197159,0.667304873466492,0.110886588692665,2.13111959397793,-0.987694357196464,0.19429217278957400,0.6355867981910710,0.1401933878660200,0.02992754429578780,2.9942434057593300,-0.00236145923260186
83,tulip024,bulbplanter,1,I don't think I know what this is but I'm assuming it's like the part of a lamp where the light bulb screws into and it's like a little metal screw thing with like eight or so notches to screw into. I think it works by just connecting the like metal from the light bulb to the lamp which is connected to electricity.,1,1,1,2,1.0,1.5,-2.13709151921657,-1.34099834364511,0.0016111214645206,0.1262516528368,0.68797767162323,0.184159517288208,1.94531430490315,-1.53166776574652,0.1388794630765920,0.5330091714859010,0.2372145652771000,0.09089680016040800,2.719871297478680,-1.417383720481860
